col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,target
117,289,869,2917,258,641,1967,648,1609,1758,117,-33524,9605784,-2752433372.0,-29928,8575271,-2457112385.0,7655508,-2193533963.0,-1958280162.0,66386.82243,534306.2387,215232355.6,27322100172.0,534306.2387,17944455.71,928306671.0,215232355.6,928306671.0,27322100172.0,1,0,1,0,0,2,0,1,3,3,0,0,0,0,0,0,0,2,0,0,0,6,10,10,3,8,10,9,9,18,6,9,18,1,82,971,18407,343553,694,7742,142048,620,18214,-83582,82.0,-78651.0,75445687.0,-72377666307.0,-56214.0,53917662.0,-51719868040.0,38531500.0,-36957145626.0,-26407549758.0,9.9e+22,6.189999999999999e+25,8.85e+29,3.67e+34,6.189999999999999e+25,-3.39e+29,5.29e+33,8.85e+29,5.29e+33,3.67e+34,13.0,0.0,4.0,0.0,0.0,11.0,0.0,5.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,130.0,925.0,3569.0,-46721.0,1254.0,9022.0,44332.0,20876.0,158498.0,366582.0,130.0,-119325.0,109523569.0,-100524000000.0,-161766.0,148482622.0,-136286000000.0,201302924.0,-184773000000.0,-250514000000.0,1.57e+23,5.28e+25,6.58e+30,-8.180000000000001e+34,5.28e+25,6.48e+29,-6.8e+33,6.58e+30,-6.8e+33,-8.180000000000001e+34,1.0,0.0,10.0,0.0,0.0,17.0,0.0,9.0,0.0
120,225,495,1215,225,405,855,495,855,1215,120,-26775,5974245,-1333036035.0,-26775,5974155,-1332995895.0,5974245,-1332995895.0,-1333036035.0,17022.26216,66374.72614,10467625.74,853240921.6,66374.72614,1380342.747,16326520.77,10467625.74,16326520.77,853240921.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
305,1029,4337,20607,974,3363,14295,3850,13311,17132,305,-312816,320833160,-329057000000.0,-296096,303683901,-311467000000.0,287452678,-294819000000.0,-279062000000.0,5191789.959,72585887.73,216035000000.0,4453600000000.0,72585887.73,15902698729.0,-3285470000000.0,216035000000.0,-3285470000000.0,4453600000000.0,1,6,0,1,2,4,1,2,0,4,0,0,0,0,9,0,0,2,0,1,0,15,15,8,2,15,2,15,8,6,15,2,10,6,10,4,18,20,5,6,18,2,5,10,7.0,6.0,15.0,10.0,1.0,15.0,15.0,2.0,2.0,15.0,1034.0,7874.0,98848.0,1495958.0,11657.0,83583.0,1005227.0,139259.0,930051.0,1843193.0,1034.0,-8133842.0,63983970880.0,-503323000000000.0,-12041681.0,94724492559.0,-745140000000000.0,140234000000.0,-1103140000000000.0,-1633130000000000.0,1.25e+24,-7.57e+25,4.379999999999999e+31,-3.23e+35,-7.57e+25,5.68e+29,-1.89e+34,4.379999999999999e+31,-1.89e+34,-3.23e+35,28.0,105.0,0.0,15.0,40.0,66.0,24.0,11.0,0.0,76.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,36.0,0.0,17.0,0.0,1792.0,17942.0,227984.0,3293930.0,12601.0,117979.0,1445719.0,149965.0,1356725.0,2108107.0,1792.0,-32134122.0,576229000000.0,-1.03e+16,-22568391.0,404696000000.0,-7257010000000000.0,284226000000.0,0.0
149,393,1263,4473,287,768,2496,655,1776,1667,149,-58164,22705266,-8863459326.0,-42476,16581045,-6472685631.0,12108898,-4726864953.0,-3451988126.0,84543.90207,1091699.784,251470705.4,34828986990.0,1091699.784,31728711.75,2411610144.0,251470705.4,2411610144.0,34828986990.0,1,0,0,0,0,0,2,1,0,0,0,0,1,2,1,2,0,1,0,1,0,14,16,7,20,15,7,8,16,13,1,14,18,47,351,6057,102765,1027,9668,151910,14345,130732,210463,47,-16146.0,5550102.0,-1908991500.0,-47242.0,16231133.0,-5580062353.0,47477150.0,-16313997111.0,-47705080534.0,5.68e+22,-1.5e+26,3.73e+30,-4.55e+34,-1.5e+26,-1.86e+29,-4.7399999999999996e+33,3.73e+30,-4.7399999999999996e+33,-4.55e+34,10.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,12.0,5.0,10.0,0.0,12.0,0.0,4.0,0.0,143.0,1966.0,28172.0,442522.0,1543.0,21339.0,303545.0,22085.0,305985.0,319987.0,143.0,-279172.0,545015168.0,-1064010000000.0,-219106.0,427750197.0,-835078000000.0,335721794.0,-655414000000.0,-514413000000.0,1.73e+23,9.89e+24,6.87e+30,-6.2000000000000005e+34,9.89e+24,3.9100000000000004e+29,-3.85e+33,6.87e+30,-3.85e+33,-6.2000000000000005e+34,3.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,1.0
300,1063,4527,21385,915,3310,14298,3389,12310,14049,300,-317837,336735289,-356758000000.0,-273585,289851520,-307086000000.0,249496439,-264331000000.0,-227529000000.0,5106678.649,96586060.29,193433000000.0,15416200000000.0,96586060.29,13869568891.0,-945884000000.0,193433000000.0,-945884000000.0,15416200000000.0,0,6,1,1,0,4,0,3,1,1,0,1,2,0,0,3,2,3,0,2,0,6,17,13,2,6,4,16,2,18,20,8,13,2,8,16,6,18,8,6,2,16,2,17,3.0,9.0,18.0,2.0,20.0,10.0,12.0,1003.0,11411.0,169201.0,2779079.0,13492.0,139140.0,1977376.0,245826.0,2444346.0,4611580.0,1003.0,-11433822.0,130341000000.0,-1485840000000000.0,-13518984.0,154111000000.0,-1756810000000000.0,182216000000.0,-2077200000000000.0,-2456010000000000.0,1.21e+24,-7.17e+26,7.03e+31,-1.11e+36,-7.17e+26,5.0499999999999995e+30,-1.14e+35,7.03e+31,-1.14e+35,-1.11e+36,0.0,94.0,24.0,6.0,0.0,41.0,0.0,43.0,25.0,29.0,0.0,30.0,15.0,0.0,0.0,43.0,25.0,52.0,0.0,38.0,0.0,2387.0,22555.0,298537.0,4572157.0,29594.0,271716.0,3549144.0,444930.0,4045890.0,7290356.0,2387.0,-53816230.0,1213320000000.0,-2.74e+16,-70611284.0,1591970000000.0,-3.59e+16,2088790000000.0,-4.71e+16,-6.18e+16,2.88e+24,0.0
153,376,1110,3664,333,794,2322,895,2024,2757,153,-57152,21348886,-7974854816.0,-50616,18907202,-7062695596.0,16745134,-6255002900.0,-5539796898.0,86813.53703,742091.9982,317500690.6,30494606441.0,742091.9982,35716368.57,-45137847.31,317500690.6,-45137847.31,30494606441.0,1,0,2,0,0,1,0,1,2,0,1,1,2,0,1,2,0,1,0,0,0,11,18,15,8,9,13,6,16,1,12,9,13,16,3,3,267,1284,10142,94278,4405,29999,316389,63901,459135.0,958087.0,267.0,-341544.0,436903982.0,-558894000000.0,-1171730.0,1498875299.0,-1917380000000.0,5142130526.0,-6577840000000.0,-22566200000000.0,3.23e+23,-4.3e+26,1.7599999999999998e+31,-2.0399999999999998e+35,-4.3e+26,-5.57e+28,-1.9e+34,1.7599999999999998e+31,-1.9e+34,-2.0399999999999998e+35,9.0,0.0,29.0,0.0,0.0,7.0,0.0,4.0,16.0,0.0,1.0,10.0,18.0,0.0,3.0,21.0,0.0,2.0,0.0,0.0,0.0,-33.0,1040.0,19290.0,317270.0,-1610.0,-2682.0,25660.0,-27644.0,-108544.0,-463268.0,-33.0,35360.0,-37836710.0,40435236470.0,-54740.0,58601318.0,-62652874880.0,-90751144.0,97068229176.0,-150372000000.0,-3.99e+22,3.67e+26,-6.58e+30,1.13e+35,3.67e+26,2.76e+29,1.3100000000000002e+34,-6.58e+30,1.3100000000000002e+34,1.13e+35,7.0,0.0,3.0,0.0,0.0,9.0,1.0
186,462,1476,5466,460,1063,3249,1484,3173,5554,186,-85470,39275172,-18047876694.0,-85100,39104743,-17969373843.0,38935884,-17891593995.0,-17814530366.0,527690.127,8761482.474,7169144008.0,644009000000.0,8761482.474,782941908.8,-13090845081.0,7169144008.0,-13090845081.0,644009000000.0,2,0,5,3,0,0,0,0,1,2,0,0,1,1,3,1,0,0,0,2,0,14,13,16,20,3,20,3,4,4,4,3,3,15,1,9,10,15,10,3,1,15,555,2909,19193.0,41759.0,8811.0,54611.0,509271.0,146219.0,960221.0,2495505.0,555.0,-1611586.0,4679660586.0,-13588600000000.0,-4881294.0,14174107658.0,-41158200000000.0,42931593932.0,-124663000000000.0,-377589000000000.0,6.7e+23,-7.93e+26,4.0499999999999996e+31,-5.79e+35,-7.93e+26,1.39e+30,-5.8e+34,4.0499999999999996e+31,-5.8e+34,-5.79e+35,34.0,0.0,54.0,27.0,0.0,0.0,0.0,0.0,15.0,34.0,0.0,0.0,2.0,1.0,51.0,3.0,0.0,0.0,0.0,10.0,0.0,39.0,2689.0,56717.0,1138435.0,-4581.0,-18853.0,-45165.0,-92113.0,-528203.0,-1659039.0,39.0,-102182.0,267593394.0,-700419000000.0,174078.0,-455796286.0,1192820000000.0,776373644.0,-2031410000000.0,3459590000000.0,4.71e+22,1.4800000000000002e+27,-2.0199999999999998e+31,4.2799999999999995e+35,1.4800000000000002e+27,9.8e+29,5.270000000000001e+34,-2.0199999999999998e+31,5.270000000000001e+34,4.2799999999999995e+35,0.0
82,178,506,1702,128,285,833,240,527,524,82,-14418,2535226,-445808910.0,-10368,1823005,-320554003.0,1310960,-230506961.0,-165766644.0,46527.51658,897106.7712,123366673.5,18956056704.0,897106.7712,24232683.78,2152990151.0,123366673.5,2152990151.0,18956056704.0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,20,19,1,6,6,3,1,16,6,4,35,-294,-11094,-256662,1045,2536,-34594,23815,99756,496615,35,9996,2841294,803148318.0,-35530.0,-10136054.0,-2877370036.0,36060640.0,10275572326.0,-36591479410.0,4.23e+22,-1.9399999999999998e+26,6.049999999999999e+30,-1.31e+35,-1.9399999999999998e+26,3.61e+29,-1.53e+34,6.049999999999999e+30,-1.53e+34,-1.31e+35,10.0,0.0,6.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,32.0,934.0,20914.0,430678.0,-803.0,-296.0,70514.0,-22523.0,-87916.0,-489023.0,32.0,-28954.0,26191594.0,-23686804966.0,24893.0,-22500356.0,20331971556.0,19321747.0,-17444823384.0,14960920253.0,3.87e+22,3.4e+26,-4.8499999999999996e+30,1.36e+35,3.4e+26,-6.66e+28,1.74e+34,-4.8499999999999996e+30,1.74e+34,1.36e+35,12.0,0.0,5.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
38,83,207,557,78,164,402,178,354,438,38,-3071,248211,-20063531.0,-2886,233228,-18849938.0,219202,-17714024.0,-16650534.0,5390.383018,11062.45436,3281849.899,270138704.1,11062.45436,297157.1191,-466472.022,3281849.899,-466472.022,270138704.1,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,3,1,16,6,4,1,181,2503,37597,-180,90,5436,-2922,-3906,-47574,1,0,-30258,10537950,0,32670.0,-11370564.0,-35322.0,12286176.0,-13289454.0,1.21e+21,5.63e+25,-6.18e+29,1.18e+34,5.63e+25,8.390000000000001e+28,1.54e+33,-6.18e+29,1.54e+33,1.18e+34,9.0,0.0,4.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,49.0,89.0,329.0,1829.0,380.0,830.0,4496.0,4022.0,8726.0,54074.0,49.0,-4272.0,372616.0,-32514588.0,-18240.0,1590370.0,-138727344.0,6790822.0,-592153632.0,-2528643006.0,5.92e+22,4.72e+25,1.53e+30,-8.079999999999999e+33,4.72e+25,1.15e+29,-5.549999999999999e+31,1.53e+30,-5.549999999999999e+31,-8.079999999999999e+33,18.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,129,283,699,135,219,431,297,431,717,70,-8901,1131871,-143936985.0,-9315,1184439,-150612121.0,1239597,-157615687.0,-164964693.0,9929.652928,33187.36307,5917697.752,496150493.2,33187.36307,672917.0891,7276963.543,5917697.752,7276963.543,496150493.2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,6,14,12,17,4,16,0,308,5726,99050,-308,0,15988,-5726,-15988,-99050,0,308,-184002,82462562,-308,189728,-85874740.0,-195454.0,89401956.0,-93044210.0,4718592.0,9.069999999999999e+25,-1.28e+30,2.5e+34,9.069999999999999e+25,7.650000000000001e+28,3.0499999999999996e+33,-1.28e+30,3.0499999999999996e+33,2.5e+34,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,-308.0,-5726.0,-99050.0,308.0,0.0,-15988.0,5726.0,15988.0,99050.0,0.0,-308.0,-195454.0,-93044210.0,308.0,189728.0,89401956.0,-184002.0,-85874740.0,82462562.0,-4718592.0,-9.069999999999999e+25,1.28e+30,-2.5e+34,-9.069999999999999e+25,-7.650000000000001e+28,-3.0499999999999996e+33,1.28e+30,-3.0499999999999996e+33,-2.5e+34,7.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
148,414,1318,4506,295,810,2536,679,1856,1717,148,-60858,25025134,-10290534330.0,-43365,17831790,-7332520854.0,12706329,-5224867900.0,-3723093573.0,83976.49333,986157.811,248003154.4,34577051918.0,986157.811,27280940.68,2141350832.0,248003154.4,2141350832.0,34577051918.0,0,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,2,0,1,1,0,5,2,20,19,15,12,17,13,4,12,17,12,148,2170,28742,370156,1546,23070,300282,26558,387954,513694,148,-318990.0,687528142.0,-1481840000000.0,-227262.0,489826790.0,-1055740000000.0,348983494.0,-752179000000.0,-535915000000.0,1.79e+23,2.5199999999999997e+25,8.14e+30,-1.23e+35,2.5199999999999997e+25,7.51e+29,-1.22e+34,8.14e+30,-1.22e+34,-1.23e+35,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,5.0,0.0,18.0,0.0,4.0,3.0,0.0,-54.0,-1042.0,-11546.0,-84184.0,-218.0,-7254.0,-61290.0,-7222.0,-159402.0,-223862.0,-54.0,-57310.0,-60814330.0,-64524043996.0,-11990.0,-12727990.0,-13509399118.0,-2668566.0,-2833487926.0,-595480274.0,-6.52e+22,-1.11e+26,-2.59e+30,6.23e+34,-1.11e+26,-6.45e+29,6.99e+33,-2.59e+30,6.99e+33,6.23e+34,0.0,11.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
319,934,3410,14014,939,2785,10239,3349,9965,13335,319,-297012,276540262,-257480000000.0,-298602,278020027,-258857000000.0,279508906,-260243000000.0,-261637000000.0,905016.9383,4182027.202,14462818536.0,621011000000.0,4182027.202,1095963384.0,-204981000000.0,14462818536.0,-204981000000.0,621011000000.0,0,0,0,0,0,3,0,1,5,1,0,0,1,2,6,2,1,1,0,2,0,20,6,15,9,9,15,15,14,15,15,15,18,8,9,13,10,17,9,16,20,14,6,16,6.0,9.0,673.0,7572.0,97168.0,1371384.0,8413.0,89987.0,1101017.0,131015.0,1378549.0,2324263.0,673.0,-5088384.0,38472005632.0,-290877000000000.0,-5653536.0,42744961343.0,-323184000000000.0,47492550814.0,-359079000000000.0,-398962000000000.0,8.13e+23,-2.93e+26,3.86e+31,-5.3699999999999996e+35,-2.93e+26,1.96e+30,-5.34e+34,3.86e+31,-5.34e+34,-5.3699999999999996e+35,0.0,0.0,0.0,0.0,0.0,48.0,0.0,13.0,66.0,16.0,0.0,0.0,15.0,29.0,46.0,42.0,17.0,12.0,0.0,21.0,0.0,1211.0,16868.0,251438.0,3942602.0,14949.0,206361.0,3053441.0,211585.0,2893873.0,3292749.0,1211.0,-20410280.0,343996000000.0,-5797740000000000.0,-18088290.0,304861000000.0,-5138150000000000.0,270179000000.0,-4553610000000000.0,-4035570000000000.0,1.46e+24,-4.71e+26,6.32e+31,-6.93e+35,-4.71e+26,2.09e+30,1.0
295,846,3068,12552,841,2345,8371,2931,7799,11485,295,-248724,209707856,-176813000000.0,-247254,208467743,-175766000000.0,207236264,-174727000000.0,-173696000000.0,836927.8896,5843999.135,12853341025.0,689112000000.0,5843999.135,1022575161.0,-151282000000.0,12853341025.0,-151282000000.0,689112000000.0,0,0,1,2,0,1,0,1,4,0,0,1,0,2,8,1,0,1,0,2,0,20,6,15,9,9,15,15,14,15,15,9,4,8,18,16,15,12,9,15,15,20,14,4,3.0,455.0,4173.0,55627.0,830865.0,8192.0,81673.0,1088847.0,135276.0,1368283.0,2383928.0,455.0,-1894542.0,7888565464.0,-32846800000000.0,-3719168.0,15485984521.0,-64481200000000.0,30400450668.0,-126582000000000.0,-248493000000000.0,5.5e+23,-9.35e+26,3.6499999999999997e+31,-5.69e+35,-9.35e+26,7.15e+29,-6.12e+34,3.6499999999999997e+31,-6.12e+34,-5.69e+35,0.0,0.0,24.0,35.0,0.0,2.0,0.0,13.0,38.0,0.0,0.0,17.0,0.0,30.0,90.0,15.0,0.0,14.0,0.0,22.0,0.0,1087.0,14423.0,205153.0,3130739.0,12488.0,162546.0,2281890.0,188844.0,2417958.0,3118832.0,1087.0,-15663378.0,225705000000.0,-3252350000000000.0,-13561968.0,195424000000.0,-2816010000000000.0,169206000000.0,-2438210000000000.0,-2111100000000000.0,1.31e+24,-1.48e+26,5.72e+31,-6.8e+35,-1.48e+26,3.2799999999999997e+30,-5.920000000000001e+34,1.0
228,674,2406,9572,681,1967,6885,2473,6975,9987,228,-152998,102668782,-68895810760.0,-154587,103734611,-69610723217.0,104812459,-70333694531.0,-71064821577.0,646845.9622,2276178.952,10651144470.0,376937000000.0,2276178.952,815897591.9,-165080000000.0,10651144470.0,-165080000000.0,376937000000.0,2,1,1,1,1,2,0,1,1,5,1,0,2,0,3,1,1,1,0,0,0,11,1,13,15,6,5,16,2,10,10,10,10,17,6,4,8,3,10,13,18,9,15,15,1.0,873.0,9580.0,132598.0,2008552.0,6835.0,73735.0,1031997.0,72589.0,787995.0,756751.0,873.0,-8353760.0,79937376998.0,-764923000000000.0,-5960120.0,57032544035.0,-545746000000000.0,40690775564.0,-389371000000000.0,-277803000000000.0,1.05e+24,8.22e+26,2.7499999999999996e+31,-6.620000000000001e+34,8.22e+26,2.01e+30,1.29e+34,2.7499999999999996e+31,1.29e+34,-6.620000000000001e+34,26.0,8.0,17.0,15.0,6.0,19.0,0.0,16.0,21.0,60.0,1.0,0.0,22.0,0.0,49.0,7.0,13.0,20.0,0.0,0.0,0.0,731.0,5647.0,52177.0,499087.0,7108.0,53092.0,485776.0,101386.0,775694.0,1577470.0,731.0,-4122310.0,23246848138.0,-131095000000000.0,-5188840.0,29261293696.0,-165013000000000.0,36831852442.0,-207705000000000.0,-261443000000000.0,8.83e+23,2.8e+26,3.2699999999999997e+31,-3.18e+35,2.8e+26,2.41e+30,-2.17e+34,1.0
58,100,204,472,73,124,246,103,172,163,58,-5700,560204,-55060728.0,-4161,408924,-40189446.0,298527,-29337732.0,-21418329.0,8227.426712,84812.15007,4099321.623,402398883.7,84812.15007,1044842.774,43641049.17,4099321.623,43641049.17,402398883.7,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,20,13,10,6,9,0,-145,-3855,-82615,145,0,-21924,3855,21924,82615,0,-145,-45905,-10905415,145,42050,9682926,-38195,-8564976.0,7551565.0,-1310720.0,-4.2699999999999995e+25,9.1e+29,-2.24e+34,-4.2699999999999995e+25,4.72e+28,-2.71e+33,9.1e+29,-2.71e+33,-2.24e+34,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,3855.0,82615.0,-145.0,0.0,21924.0,-3855.0,-21924.0,-82615.0,0.0,145.0,-38195.0,7551565.0,-145.0,42050.0,-8564976.0,-45905.0,9682926.0,-10905415.0,1310720.0,4.2699999999999995e+25,-9.1e+29,2.24e+34,4.2699999999999995e+25,-4.72e+28,2.71e+33,-9.1e+29,2.71e+33,2.24e+34,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
99,199,515,1591,178,342,850,366,662,832,99,-19502,3841812,-756843368.0,-17444,3436276,-676928824.0,3073714,-605485060.0,-541610804.0,56173.46513,850932.1579,150081467.8,22912821732.0,850932.1579,20820169.76,1983226423.0,150081467.8,1983226423.0,22912821732.0,0,2,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,1,0,15,10,2,8,13,20,8,8,13,2,102,889,11079,166621,1038,8326,100930,12378,93140,153312,102,-89789,79043179,-69586322603.0,-104838.0,92286526.0,-81241169302.0,107756778.0,-94855119562.0,-110759000000.0,1.23e+23,2.5499999999999998e+25,4.05e+30,-2.39e+34,2.5499999999999998e+25,1.36e+29,-5.82e+32,4.05e+30,-5.82e+32,-2.39e+34,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,368.0,5690.0,84362.0,-286.0,-800.0,-988.0,-4954.0,-21932.0,-68224.0,14.0,-4784.0,1630778.0,-554393750.0,3718.0,-1263776.0,428259056.0,976598.0,-329766668.0,253011460.0,1.69e+22,1.3e+26,-8.71e+29,1.6500000000000002e+34,1.3e+26,2.19e+29,2.21e+33,-8.71e+29,2.21e+33,1.6500000000000002e+34,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0
35,83,239,779,63,141,387,133,279,315,35,-2822,227576,-18355916.0,-2142,172698,-13926300.0,131110,-10570190.0,-8026326.0,19859.30586,300134.9859,55041267.24,8126421253.0,300134.9859,7917799.367,693533087.9,55041267.24,693533087.9,8126421253.0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,3,4,40,145,535,2005,135,480,1740,465,1620,1635,40,-5655,799485,-113029845.0,-5265.0,744330.0,-105229560.0,693015.0,-97972530.0,-91220565.0,4.83e+22,9.01e+25,6.39e+29,3.5e+33,9.01e+25,1.69e+29,1.1899999999999999e+33,6.39e+29,1.1899999999999999e+33,3.5e+33,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,135.0,465.0,1635.0,145.0,480.0,1620.0,535.0,1740.0,2005.0,40.0,-5265.0,693015.0,-91220565.0,-5655.0,744330.0,-97972530.0,799485.0,-105229560.0,-113029845.0,4.83e+22,8.719999999999998e+25,6.5e+29,3.4699999999999996e+33,8.719999999999998e+25,1.58e+29,1.17e+33,6.5e+29,1.17e+33,3.4699999999999996e+33,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,1124,4654,21578,894,2949,11885,3024,9537,11562,328,-367548,411865230,-461527000000.0,-292338,327586005,-367085000000.0,260553960,-291970000000.0,-232226000000.0,5583301.989,167884133.9,186159000000.0,27680900000000.0,167884133.9,16870549051.0,1882520000000.0,186159000000.0,1882520000000.0,27680900000000.0,0,1,3,0,1,1,0,1,2,4,0,0,0,1,1,3,3,2,4,0,0,16,6,16,19,10,15,3,18,19,3,19,8,2,17,18,10,17,3,5,9,17,19,10,14.0,16.0,9.0,10.0,1125.0,12592.0,160670.0,2243968.0,14528.0,160844.0,2067172.0,231870.0,2561452.0,3975536.0,1125.0,-14153408.0,178061000000.0,-2240160000000000.0,-16329472.0,205438000000.0,-2584580000000000.0,237024000000.0,-2981950000000000.0,-3440420000000000.0,1.36e+24,-6.26e+26,6.76e+31,-9.05e+35,-6.26e+26,3.47e+30,-8.62e+34,6.76e+31,-8.62e+34,-9.05e+35,0.0,13.0,35.0,0.0,19.0,2.0,0.0,12.0,46.0,71.0,0.0,0.0,0.0,24.0,6.0,29.0,52.0,23.0,46.0,0.0,0.0,1128.0,14352.0,236502.0,4156182.0,15762.0,193242.0,3080356.0,235418.0,2834832.0,3691848.0,1128.0,-16174704.0,231934000000.0,-3325760000000000.0,-17763774.0,254720000000.0,-3652500000000000.0,279744000000.0,-4011330000000000.0,-4405420000000000.0,1.36e+24,-9.8e+26,6.76e+31,-7.97e+35,1.0
130,300,842,2676,237,535,1471,497,1085,1155,130,-38700,11520842,-3429755124.0,-30573,9101335,-2709429083.0,7190129,-2140440505.0,-1690982943.0,73763.13603,1085103.411,200629570.4,30135619698.0,1085103.411,27165912.11,2508699098.0,200629570.4,2508699098.0,30135619698.0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,14,10,17,5,17,13,12,19,6,17,31,471,8935,177639,397,5797,107501,4029,59133,23023,31,-14130,6442324,-2938086624.0,-11910.0,5428420.0,-2474885024.0,4574690.0,-2084988836.0,-1756757160.0,3.74e+22,-1.6299999999999998e+25,1.24e+30,1.65e+33,-1.6299999999999998e+25,-6.870000000000001e+28,1.11e+33,1.24e+30,1.11e+33,1.65e+33,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,1.0,0.0,0.0,18.0,0.0,8.0,0.0,0.0,18.0,82.0,-1718.0,-73556.0,436.0,3604.0,15188.0,10132.0,100684.0,217714.0,18.0,-1394.0,105866.0,-7921448.0,-7412.0,575636.0,-43801780.0,3051668.0,-237690908.0,-1256262782.0,2.17e+22,-6.999999999999999e+25,2.63e+30,-5.77e+34,-6.999999999999999e+25,1.9400000000000002e+29,-6.74e+33,2.63e+30,-6.74e+33,-5.77e+34,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0
